,text,identity_attack_x,bias,target,category,rationale,race,religion,gender,lgbtq,political
2224,Is it really surprising that white men of that era were racist? Probably hard to find one that wasnt :,0.6,1,whites,race,prejudice against whitess,1,0,0,0,0
2225,Multiculturalism and Diversity are code words for white genocide.,0.6,1,whites,race,prejudice against whites,1,0,0,0,0
2226,Worse Trump wants to stop the wars what the hell is wrong with these women completely egomaniacs who feel they need to rule the world over all others. Despicable,0.289473684,1,women,gender,prejudice against women,0,0,1,0,0
2227,Yes but Malcolm X and his most recent successor believe that blacks need to live apart from the white devils.,0.7,1,whites,race,prejudice against whites,1,0,0,0,0
2228,You are a true Heman. The Manliest of men. A brute. I bet your daughter will be very proud of you when shes out in the world among her gay and lesbian and  transgendered friends.,0.6,0,,none,,0,0,0,0,0
2229,Lets be really clear here:  these monuments are monuments to Jim Crow the period in which they were erected with the message of subjugation to Blacks.  Do you really think that message should be perpetuated in front of courthouses in the United States?  Because thats what the fascists are fighting for.,0.5,1,blacks,race,prejudice against blacks,1,0,0,0,0
2230,Maybe senator Paul approached the guy in a gay way and got struck.,0.7,0,,none,,0,0,0,0,0
2231,So the focus is on the white supremacists. . .while ignoring all of the other antisocial antiAmerican participating groups. . .while there is hardly any coverage pertaining to destruction of public property with impunity. . .though law enforcement were standing by. . .and watching.,0.833333333,1,whites,race,prejudice against whites,1,0,0,0,0
2232,Yes. Its a shame the white criminals have to be in cells next to the nonwhite criminals.,0.675,1,colored people,race,prejudice against colored people,1,0,0,0,0
2233,Taxes are HUGE in particular if you have W2 employees. Complex too. IRS is unfriendly as hell full with black racists. My company left the US and I am good with it. Will come back when it is changed.,0.5375,1,blacks,race,prejudice against blacks,1,0,0,0,0
2234,As long as these winds of change does not mean the total demise of the white race in South Africa They have been at this Apartheid  thing forever and they wont let it go Irrespective of the fact that MOST white people of 20 years and younger does not even have a clue of what Apartheid was,0.5,1,whites,race,prejudice against whites,1,0,0,0,0
2235,Violent negro belongs in jail,0.859375,1,blacks,race,prejudice against blacks,1,0,0,0,0
2236,Id say because so many of them arent fighting for Freedom of Expression and thought  its a stick they picked up metaphorically with which to beat muslims.,0.5,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2237,Oh I see. Better to invite a man who threatened to kill Obama Clinton and Reid an honored guest to the White House than a black man whom racist Trump would never invite anyway since he supports white supremacists and Nazis.  Small wonder you like Trump.,0.5,1,"blacks,whites",race,prejudice against blacks and whites,1,0,0,0,0
2238,Yes I learned that while we still have antigay people in this country it doesnt compare to Muslim countries and it isnt sanctioned by the government.,0.833333333,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2239,Jesus.......God was a molester.  Thanks for clearing that up.,0.257142857,0,,none,,0,0,0,0,0
2240,Only imbeciles products of the RepugliCON educational system in the US racists fundamentalist simpletons they love the fact that he is a serial sex offender  and tax evaders like Trump. Dont blame feminists alone for seeing this scum for what he is.,0.261538462,0,,none,,0,0,0,0,0
2241,Stop allowing Christians into Canada who have been overtly persecuted by Muslims. They are likely Islamophobes.,0.5,1,christians,religion,prejudice against christians,0,1,0,0,0
2242,Blacks are intellectual inferiors even to Mexicans,0.9,1,blacks,race,prejudice against blacks,1,0,0,0,0
2243,That Palestinian Arab sympathizer and shooter at the Florida airport killed civilians and boasted about it.   Another Arab terror group Hesbola killed 273 US peace keepers and boasted about it.   Arabs always boast of their murder of civilians and give sweets on streets.,0.5,1,"palestinians,arabs",race,prejudice against palestines and arabs,1,0,0,0,0
2244,1 because of Islam which is an all or nothing fight to the death philosophy 2  because of Islam which is an all or nothing fight to the death philosophy,0.5,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2245,Can we stop calling it a Muslim ban?  No.,0.6,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2246,Not that long ago that Catholics had to cover their heads at mass remember the ridiculous hanky thing? Most of the Muslim women I know do not cover their hair let us not get crazy about this.,0.6,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2247,Shes afraid she might get buried beside a Jew or homosexual.,0.771428571,1,"jews,homosexuals","religion,lgbtq",prejudice against jews and homosexuals,0,1,0,1,0
2248,ACLU: LOL  Funny.  Unless you look like youre dressed as an Arab or Mexican Illegal you have NOTHING to fear.,0.5125,1,"arabs,mexicans",race,prejudice against arabs and mexicans,1,0,0,0,0
2249,Its OK for the faggot because hes a liberal but we must fault Trump simply because hes a conservative Is that what you see as fair?,0.660621762,0,,none,,0,0,0,0,0
2250,Bunch of cry babies..Because Im black  is losing its steam.  Do your protesting at the door step of those you angry with police and courts or to make a great statement go to Chicago and support black mothers who lost their sons and daughters through black cannibalisim i.e. black killing blacks. And for the white girls who cried about doing splits find another sport.,0.6,1,"blacks,whites",race,prejudice against blacks and whites,1,0,0,0,0
2251,Let Trump Fire All The White Nationalists On His Staff Starting With Steve Bannon,0.277777778,0,,none,,0,0,0,0,0
2252,Am I really the 1st female responder to this article? A big thank you to Denby for bringing this to the attention of your readers.  I havent marched in protest since the Vietnam War in the 70s motivated by my classmates being enlisted and killed in that hated war.  And now nearly a half century later we find ourselves in an equally torn America we dont recognize  one that voted an idiot into power because  why?  He has money and people think that will rub off on them? White supremacy that captures the imagination of more idiots parading around in their KKK robes? The unemployed who kid themselves into thinking the orange haired guy cares whether they feed their families?  People claiming change as motivation when they really mean destroy everything the alt right doesnt like?  The Russian puppetleader will not be allowed to remove womens rights as if we are at worst slaves and at best window dressing. If you want to see angry women just stay tuned as this disaster unfolds.,0.5,1,whites,race,prejudice against whites,1,0,0,0,0
2253,Ah but you give the Globe too much credit.  This piece is very much along the lines that the Globe has been publishing of late.  Its a small minority of white women that seem hell bent on social engineering at all costs.  You dont see women doing startups.  Why not?  Too hard.  Theyd rather latch on to a growing established company and climb the corporate ladder.  Reminds of parasites.,0.5,1,women,gender,prejudice against women,0,0,1,0,0
2254,Nobody is refusing to serve blacks the blind Christians or gay people. This is what fake news is all about. The florist in this case serves gay people all the time.,0.5625,1,gays,lgbtq,prejudice towards gays,0,0,0,1,0
2255,Yes poorly educated white men and married white women.,0.594594595,1,whites,race,whites are poorly educated,1,0,0,0,0
2256,Your obsession with homosexuality is pathological.  Bro you need to get some heavy duty therapy before you flip out completely,0.260869565,0,,none,,0,0,0,0,0
2257,Didnt i see anti Trump marchers smashing store fronts burning cars and spraying anti Trump graffiti. Isnt it Radical Islam who want to behead Jews and throw homosexuals off tall buildings ? Who are the Nazis and who are the haters ?,0.6125,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2258,Is  LBB  Barry  back  from  his  gay  sex romp  in   the  south  seas  yet?   When  he  left Moochelle at  home?,0.7,0,,none,,0,0,0,0,0
2259,Man oh man am I glad bible thumping is not part of Canadian federal politics.   Evangelicals are as bad as sunni wahabbis.,0.6,1,"evangelicals,muslims",religion,prejudice against evangelicals and muslims,0,1,0,0,0
2260,What if the person Engaged in artistic creativity  let say say Gays are Disgusting  Going to Hell?,0.706666667,0,,none,,0,0,0,0,0
2261,Individuals are different. Given the same opportunities they can achieve the same. I would be ashamed of someone read your post and assumed that all whites were racist.,0.271428571,0,,none,,0,0,0,0,0
2262,Tw things.  One just what we need one more old white conservative.  Two he wouldwill get his ass kicked.,0.285714286,0,,none,,0,0,0,0,0
2263,Actually if I was a white man of European descent I would stay politically correct and vote against Obama or Clinton because he is half black and she is a woman.   Wait thats exactly what happened right?,0.6,1,"whites,blacks",race,prejudice against blacks and whites,1,0,0,0,0
2264,This is an idiotic statement.  The bowhead whale population has increased significantly over the past 30 years.  These whales are being properly managed and will not disappear by legal hunting as  was done in this case.  This is part of their culture and heritage.  They dont need to give that up because of the white mans wishes.,0.263157895,0,,none,,0,0,0,0,0
2265,So Ugly . Why cant the Japanese make a good looking car?,0.253333333,1,japanese,race,prejudice against japanese,1,0,0,0,0
2266,If Israel had been built on secularism it would have ceased to exist a long time ago and certainly as a Jewish state becoming just another Arab state and we know the disgusting dictatorships that they all are without exception honour killings gay torture and female genital mutilation. Nice.,0.7,1,arabs,race,prejudice against arabs,1,0,0,0,0
2267,No reason to be armed if you are white in Wallmart.  Hispanic on the other can result in death.,0.5,1,"whites,hispanics",race,prejudice against whites and hispanics,1,0,0,0,0
2268,Thats why there are so many participants at black lives matter riots during the middle of the work day.,0.5,1,blacks,race,prejudice against blacks,1,0,0,0,0
2269,Looking forward to your article about how the angry white Democrats are wandering around with no sense of direction.,0.5,1,"whites,democrats","race,political",prejudice against white democrats,1,0,0,0,1
2270,Because white folks dont count.,0.833333333,1,whites,race,,1,0,0,0,0
2271,Oh I know a lot of gays.  In fact several are dead from AIDS.,0.528571429,1,gays,lgbtq,prejudice against gays,0,0,0,1,0
2272,The judge is for muslims because they will provide federal money the state damn the consequences. They the muslims his buddies relocate to Franceor England. I hear they are very well behaved till they reach a certain percentage. Then they want to change the host country back to the hell hole they came from.,0.5,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2273,Racism and hypocrisy at its finest. Its always racist unless they are white.  Its Islamaphobia if we want to stop people who we know want to kill US citizens. But Rooskies are white so go ahead and discriminate and fear them.  Stop rooskiephobia,0.539473684,1,whites,race,prejudice against whites,1,0,0,0,0
2274,You must really enjoy protecting white supremacists. Does your group have a name?,1.0,1,whites,race,prejudice against whites,1,0,0,0,0
2275,What colour is Mexicos president?  tan?  Good to know other countries have this privilege problem too...or is it more of an underlying racist problem cuz we all know white people are racists.,0.6375,1,whites,race,prejudice against whitess,1,0,0,0,0
2276,The Dems are just the lesser of 2 evils. The GOP elected a bigot and racist president. What has the GOP done for black folks since the 1960s? When ever I forget that Im black some white person always reminds me that Im black.,0.653333333,1,whites,race,prejudice against whites,1,0,0,0,0
2277,your a fKING ahole take a hike and die you commy chinese fk god you losers are another evil in the world,0.285714286,1,chinese,race,prejudice against chinese,1,0,0,0,0
2278,Ah gee I thought I could get a job rounding up Mexicans and Muslims and putting them in boxcars. Promises of a police state crushedmaybe.,0.6,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2279,BOOOOM  Whats that mate?  Oh thats just the daily Muslim terror attack think nothing of it.  KK cherio sport.,0.65,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2280,Standing up to those who would eliminate you and your country is honorable. The only bullies in this conflict are the hateful Jewhating Palestinians and their terrorist civilianstabbing inhabitants whose goal is to eradicate Jews.,0.742424242,1,palestinians,race,prejudice against palestinians,1,0,0,0,0
2281,WE ARE CALLING ON CANADA TO BAN ALL AMERICAN BAPTISTS FROM ENTERING THE COUNTRYTHE AMERICAN BAPTISTS ARE RAPING CANADIAN CHILDREN..ALSO BAN ALL MUSLIMS AS THEY ARE DOING THE SAME CRIMES,0.814285714,1,"american baptists,muslims","religion,race","prejudice against americans,baptists,muslims",1,1,0,0,0
2282,Real news. Hate it when black clad fascists interfere with free speech  URL ,0.285714286,1,blacks,race,prejudice against blacks,1,0,0,0,0
2283,Im a Muslim a woman and an immigrant and very foolish...,0.573333333,1,"muslims,women","religion,gender",prejudice towards muslims and women,0,1,1,0,0
2284,You John Titior and several others here should stop taking foreign visitor visas looking for children to have sex with. Studies show 85percent of child sex perpetrators using tourist visas to Latin America are white men.,0.7,1,"whites,men","race,gender",prejudice against white men,1,0,1,0,0
2285,Like abortion clinic bombers folks who burn down gay bars bombers of grade schools etc etc.,0.6,0,,none,,0,0,0,0,0
2286,All these white supremacists would be in for a great surprise if they all took a DNA test and find out that a lot of them have African blood. Even this Fuentes guy. Bet he has Latino roots. What a bunch of idiots with shallow warped minds.,0.5,1,whites,race,prejudice against whites,1,0,0,0,0
2287,if the attack had been perpetrated by a Muslim Trump would have gone to town throwing every ounce of his belligerence and hatred at the perpetrator along with the entire Muslim community.  Hes as much of a miserable piece of garbage today as he was 40 years ago.,0.7,0,,none,,0,0,0,0,0
2288,In fact most people interpret what the CDF said as meaning that homosexuals are intrinsically disordered. Homosexuals do almost unanimously.,0.5,1,homosexuals,lgbtq,prejudice against homosexuals,0,0,0,1,0
2289,This is hilarious.  All the poor Catholics whining because they cant have the opportunity to support their gay child.  Meanwhile they belong to a religion that teaches that their gay child is going to burn for all eternity in a lake of fire.  Good grief.,0.65,1,catholics,religion,prejudice against catholics,0,1,0,0,0
2290,I might have a claim on n a FC seat but not this confused man.  Turks are really outrageous anyway.  They are so disliked in Europe.,0.5,1,turks,race,prejudice against turks,1,0,0,0,0
2291,Homosexual is now gay And gay people are out of the closet Theyre in the military Run for your life,0.6125,1,homosexuals,lgbtq,prejudice against lgbtq,0,0,0,1,0
2292,girls are so icky,0.639344262,1,women,gender,prejudice against women,0,0,1,0,0
2293,Martin is a homosexual and wants to be able to let everyone know.  Like all the homosexuals feel compelled to do for some reason.,0.542857143,1,homosexuals,lgbtq,prejudice against homosexuals,0,0,0,1,0
2294,LOL. Blacks arent exactly fond of brown people or didnt you watch the LA riots after OJs acquittal?,0.575,1,blacks,race,prejudice against blacks,1,0,0,0,0
2295,yeah all those white people that died in the civil war. All those white people that died in WWII...I see your point ....white people are evil.,0.6875,1,whites,race,prejudice against whites,1,0,0,0,0
2296,I guess you didnt notice the perp here is white. YOU are the one who brought up black people. You are obsessed with race arent you?,0.7,1,"blacks,whites",race,prejudice against blacks and whites,1,0,0,0,0
2297,Save your time and money Erdogan. The whole world knows that the Europeans do not want Turkey to be a part of the EU for the simple fact that Turkey is a Muslim country. Stop the charade.,0.5,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2298,Typical white male colonial arrogance.  This presumes everything the white man brought to this continent was better  given the state of our planet I am not so sure.,0.6,1,whites,race,prejudice against whites,1,0,0,0,0
2299,Going to prison in the black community is a badge of honor.,0.7125,1,blacks,race,prejudice against blacks,1,0,0,0,0
2300,There is no such thing as Muslim Terrorists. Ask the MSM. Justin will vouch for it.,0.5,0,,none,,0,0,0,0,0
2301,The CBC also hates Christians especially white male Christians. But they love Muslims.,0.630769231,1,"whites,men,christians","race,gender,religion",prejudice against white male christians,1,1,1,0,0
2302,If you niggers and faggots stopped fucking hookers and monkeys I might consider giving a buck.,0.803030303,1,"blacks,gays","race,lgbtq",prejudice against blacks and gays,1,0,0,1,0
2303,This is absolutely ridiculous if someone flys a flag who cares??? But If blacks wear their malcolm x thats ok right???? Some blacks are more racist than whites,0.666666667,1,blacks,race,prejudice against blacks,1,0,0,0,0
2304,Is this an White Nationalist terror attack?  They are just as dangerous as ISIS.  Remember OKC and Berg,0.6,1,whites,race,prejudice against whites,1,0,0,0,0
2305,North Korea is so stupid. They could choose to become an open society producing world class products employing their people and being an economic powerhouse serving as a conduit between communist China and Russia and the Asian Free World.........but instead their leaders all have little man just like Putin and Trump syndrome and choose to  enslave themselves and their own people.   Its just disgusting and barbaric.  A step back on the evolutionary ladder folks.,0.5875,1,north koreans,political,prejudice against north koreans,0,0,0,0,1
2306,Is he pandering to the mob dumb Catholics or African dreamers?,0.742424242,1,"catholics,africans","religion,race",prejudice against catholics,1,1,0,0,0
2307,This would not be a story if she was ugly or black. Especially if she was both.,0.684210526,1,blacks,race,prejudice towards blacks,1,0,0,0,0
2308,Clinton and the leftist have nothing left but the constant false narrative of racism.  Whats new?  If you hate the white majority like they do and want to reduce the white population that is what you do,0.9,1,whites,race,prejudice against whites,1,0,0,0,0
2309,Sick to death of this faux feminist and his incessant clanging virtuesignalling. Real feminists can see through this narcissistic self promotional drivel..and we are NOT buying it.,0.27027027,0,,none,,0,0,0,0,0
2310,How on earth were white people not targeted? How is someone who wrote such a juvenile and immature post considered to be a warrior? I feel like I am taking crazy pills over here.,0.7,0,,none,,0,0,0,0,0
2311,Hmmm.   I wonder why it doesnt say  2 black males gun down unarmed white male like the norm when the roles are reversed.   Oh well,0.833333333,1,blacks,race,prejudice against blacks,1,0,0,0,0
2312,Entirely different subjects. You might as well blame Jews for Hiroshima because of Einstein.,0.6,1,jews,religion,prejudice against jews,0,1,0,0,0
2313,The racebaiting riotinciting taxdodging antiSemite black preacher Al Sharpton recently told Charlie Rose that blacks should no longer support the Jefferson Memorial or the Washington Monument and that these iconic American symbols should be moved off of public property.,0.5,1,blacks,race,prejudice against blacks,1,0,0,0,0
2314,Islam is itself a hate belief system.  Is not one of the core tenets preached my Muhammad the annihilation of all infidels.  I am an infidel.  Therefore Muslims are taught I must be eliminated.  Am I not one of the victims of an Islamic hate crime?,0.589285714,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2315,Yeah just imagine if a black man did this. He probably would have been shot dead.,0.539473684,1,blacks,race,,1,0,0,0,0
2316,Oh the irony.   Mostly black millionaire professional athletes protesting on national tv for equality  What a hoot.,0.6,1,blacks,race,prejudice against blacks,1,0,0,0,0
2317,There are also videos of blacks attacking whites.  I wonder why we almost never here about these on the nation news  URL ?qblacksattackwhitesviewdetailmid2811190FB82FF7658DDC2811190FB82FF7658DDCFORMVRDGAR,0.6,1,"blacks,whites",race,prejudice against blacks and whites,1,0,0,0,0
2318,Hahahahaha. Issuing a call to arms to muslims when the citizens of the US are armed to the teeth.,0.5,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2319,Except Bill Clinton and the black guy.................  .............. who individually left office with approvals higher than Bush and Trump combined,0.5,1,blacks,race,prejudice against blacks,1,0,0,0,0
2320,News Flash: Cops target Blacks and Latinos for drug arrests at far higher rates than Whites OMG  who knew?,0.5,1,"blacks,latinos",race,prejudice against blacks and latino,1,0,0,0,0
2321,You are free to like the enslavement of blacks too. Kaepernick knows people like you exist. Thats why hes doing what hes doingto bring awareness that your kind exists. Hes doing a pretty good job isnt he. I bet before he did it he said this ought to bring racist Republicans out of the woodwork.,0.8,1,"blacks,republicans","race,political",prejudice against blacks and republicans,1,0,0,0,1
2322,Here is my personal take on Muslims When they are a small minority they are a member of the religion of peace When their numbers increase they demand to be a protected special interest group When they become the majority it is convert to Muslim or die,0.8,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2323,does the fact that he refused to rent to black people count? Or is that fake news?,0.6,0,,none,,0,0,0,0,0
2324,Palestinians are dyedinthewool Jew haters. How dare the UN or anyone defend them in their ongoing attacks on innocent Israelis.,0.571428571,1,palestinians,race,prejudice against palestines,1,0,0,0,0
2325,Black lives matter. Why are there so many black on black homicides? Respect one another first then others will regard you with respect.,0.5,1,blacks,race,prejudice against blacks,1,0,0,0,0
2326,Now we need to start exporting liberals to these third world toilets with a no returns policy.,0.6,1,liberals,political,prejudice against liberals,0,0,0,0,1
2327,Dear Saint Miguel what if the women were um lesbians?,0.5,0,,none,,0,0,0,0,0
2328,Where can we line up to help these people. My butt is getting tired riding my shiny pony and I have already had my bliss filled childhood of white privilege.,0.289473684,0,,none,,0,0,0,0,0
2329,Persistent nasty women.,0.5,1,women,gender,prejudice against women,0,0,1,0,0
2330,How many women are priests? None. Yet many offices in the Church are restricted only to the ordained. Either open these offices to the laity or ordain women. But dont pretend that women are equal to men as far as the institutional Church is concerned.,0.6,1,women,gender,prejudice against women,0,0,1,0,0
2331,Does every Muslim hater have the same Word of the Day calendar? . Just like every Muslim lover  since you qualify haters there must be the opposite  lovers right has their own word of the day. . But is the same word every day  Islamophobia.,0.8,0,,none,,0,0,0,0,0
2332,I dont really care. The more the Muslim world chews itself up the better for us.,1.0,1,muslims,religion,prejudice against muslimss,0,1,0,0,0
2333,Hey dont sweat it.  We kill thousands of Muslims every month over in the middle east.  Were well ahead in the body count.,0.6125,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2334,BLMbullies.  Where are BLM when blacks kill blacks? Where was BLM when the black female police officer was shot and killed by a black man in Florida?,0.6375,1,blacks,race,prejudice against blacks,1,0,0,0,0
2335,Actually as a black man I find the Confederate flag more insulting than the swastika  It was a symbol of white superiority  period.  Look at any rally involving white supremacists they have the confederate flag.,0.5,1,"whites,blacks",race,prejudice against muslims,1,0,0,0,0
2336,Vandalizing evidence that people in earlier times had ideologies inconsistent with their own is the sort of thing that Islamic zealots have been doing. Now leftist zealots have taken up similar behaviour.  The numbers of white nationalists are relatively small.  The numbers of those using the presence of white nationalists as a pretext for their own extremism is a greater concern.,0.5,1,"whites,muslims,left wing,jews","race,religion,political",prejudice on the basis of religion and race,1,1,0,0,1
2337,Your right ...the crazy Mormons in Utah get into a lot of cover up stuff just because of their insane beliefs.,0.528571429,0,,none,,0,0,0,0,0
2338,What about it? I think its deplorable trump wants my family to watch Mexican porno. We are Christian,0.2875,0,,none,,0,0,0,0,0
2339,Can there be two motives? Hatred based on religion is one motive. The other obvious motive is homophobia. In this case hatred of his own homosexuality.,0.6,1,homosexuals,lgbtq,prejudice against homosexuals,0,0,0,1,0
2340,The arc of xenophobic terror  whether inspired by the Islamic State or white supremacists  has recently increased in frequency and breadth. Within the past month alone Flint Portland suburban Virginia London Manchester Brussels and Paris have all witnessed acts of violence intended to maim kill and sow division.  I applaud Khan for acknowledging that James Hodgkins the Virginia shooter is a terrorist something others have been hesitant to do.,0.7,1,"whites,muslims","race,religion",prejudice against whites and muslims,1,1,0,0,0
2341,I consider a large portion of the Muslims to be  barbarians. I also consider the Mexican gangs MS13 to be barbarians.,0.8,1,"muslims,mexicans","religion,race","prejudice against muslims,mexicans",1,1,0,0,0
2342,Agreed.  The All Muslims Are Bad and the ISIS is Islam monolithic myths must be extinguished.,0.815789474,0,,none,,0,0,0,0,0
2343,Imagine the Media outrage if this passenger had been black,0.6,1,blacks,race,prejudice against blacks,1,0,0,0,0
2344,Odd that a woman causing a scene to have her white kid treated by a white doctor creates such an angry uproar yet our provincial government enacting policies in education that work to ensure black kids are taught by black teachers is viewed as progressive.,0.5,1,"whites,blacks",race,prejudice against blacks and whites,1,0,0,0,0
2345,surprise surprise  the islamaphobe peddlers in the govt cbc gm and univs are always silent when muslims kill innnocent people and xians in the name of their boogie woogie sky wizard.,0.5,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2346,All people are the same.  No reason why Muslims need their own cemetery.  You can always  have your body shipped overseas to a Muslim burial ground.,0.288888889,0,,none,,0,0,0,0,0
2347,John basically your claim is that the Catholic Church is homophobic that orthodox Jews are homophobic and that Muslims are homophobic.  That seems to support a couple of conclusions:  youre intolerant youre a heterophobe.  If the shoe fits wear it.,0.560606061,1,"muslims,catholics",religion,prejudice against muslims and catholics,0,1,0,0,0
2348,Im an atheist and i dont vote for touchers grabbers rubbers molesters rapers etc ... I donate my time money sweat towards primarily Denver area poor and disadvantaged clean local parks and Colorado wilderness.  And Im going to hell huh ...   I LAUGH AT TODAYS christians they are totally PATHETIC,0.272727273,0,,none,,0,0,0,0,0
2349,Yes and especially Hillary without her make up. Yikes  It is enough to make her convert to the Muslim faith and wear a burka to bed.,0.5,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2350,Not once not at any time has any Muslim acknowledged that harm has been done by Muslims for Islam for the Koran for Allah or for Mohammad for their faith. . They will make all sorts of accusations  about all sort of hatred they must endure from  western leaders  and nations  but not once has a Muslim admitted  Islam is the inspiration or root of  the terrorism  that is the  scourge of the world.  That is what everybody in the west  in Europe  in America are waiting to hear.,0.6,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2351,Whites had no problem enslaving blacks.,0.7625,1,"whites,blacks",race,prejudice against whites and towards blacks,1,0,0,0,0
2352,By her logic of racial guilt and indelible  shame all black people are as guilty as the black guy who  steal my car,0.775,0,,none,,0,0,0,0,0
2353,The headline should read Idiot black racist not fired from ESPN for spewing her liberal tripe. Typical of the ESPNDisney family. Fire the white guys but black females get a pass. Its just exactly what we expect from them.,0.785714286,1,blacks,race,prejudice against blacks,1,0,0,0,0
2354,went to school with that stupid faggot.. looks like he grew up to be exactly what he was in school a stupid faggot,0.806470941,1,lgbtq,lgbtq,prejudice against lgbtq,0,0,0,1,0
2355,my goodness when that crazy white boy went in and shot the blacks in Charleston there was a 100 comments by now.,0.675,1,whites,race,prejudice against whites,1,0,0,0,0
2356,I know youll stop at nothing to defend white supremacy but the police department said it was related to the white nationalist demonstration.   I look forward to your next defense of nazis. i know I wont be disappointed.,0.5,1,whites,race,prejudice against whites,1,0,0,0,0
2357,Because he is black,0.9,0,,none,,0,0,0,0,0
2358,Islam is an evil force. Wherever it takes root there is inevitable conflict. It is not compatible with Western values no matter how much the nave multicultists want it to be. The left in this country who embrace all forms of evil to accommodate  their pious diversity narrative will be the death of this county.,0.8,1,muslims,religion,prejudice against islam,0,1,0,0,0
2359,Everytime I see a Mosque I want it torn DOWN. Walking pass Mosques reminds me of 911 and millions upon millions of lives lost because of MuslimIslamist  Im convinced its justified,0.6,1,muslim,religion,prejudice against muslims,0,1,0,0,0
2360,I knew those Arabs are crazy   URL    URL   LMAO...my ex girfriends ex husband is Iranian.  That guy is an absolute hoot  Love hanging with him,0.6,1,arabs,race,prejudice against arabs,1,0,0,0,0
2361,Damn right man The Feminist crap has reached its peak and the real men are moving on to enriching their own lives instead of being henpecked and held back for someone that just wants their money anyway. Plenty of beta guys out there that will take that crap and end up hating life instead of taking the time to find out what they really want and enjoying life.,0.5125,1,feminists,political,prejudice against feminists,0,0,0,0,1
2362,Nerds have been cool longer than homosexuals have been gay.,0.575,1,homosexuals,lgbtq,prejudice against lgbtq,0,0,0,1,0
2363,oh yea? guess what black we need more somalis to come here and shake things up. i am all for it.,0.6,1,"blacks,somalis",race,prejudice towards blacks and somalis,1,0,0,0,0
2364,If I could I would weed out the crazies but you see they dont do us the favor of wearing special clothes that identify them as such unlike islamists.,0.7,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2365,Try being a homosexual over in Saudi Arabia...I am sure they feel real loved over there.,0.527027027,1,homosexuals,lgbtq,prejudice against homosexuals,0,0,0,1,0
2366,Thats a pretty flimsy argument. Employers have multiple reasons for hiring or not hiring other than maximizing profit. Do you think there is no discrimination in hiring practices? Black men also have a pay gap and I think it is pretty accepted that hiring discrimination exists there.,0.5,1,blacks,race,prejudice against blacks,1,0,0,0,0
2367,How different could it be compared to worrying about your childs safety playing in the neighborhood knowing that large numbers of Haitians or Somalis have recently moved in?,0.5,1,"haitians,somalis",race,prejudice against races,1,0,0,0,0
2368,BS  the whole transgender kerfluffle is a minor barely signifying blot on the national consciousness  twitter is a perfectly appropriate venue for announcing the ban,0.5,1,transgenders,lgbtq,prejudice against transgenders,0,0,0,1,0
2369,So much better to destroy females than the church.,0.618421053,1,women,gender,prejudice against women,0,0,1,0,0
2370,The lying smiling christian crusader didnt mention Comeys testimony....and neither Pence or Handel  mentioned Our Great Leader during their fundraising.......the rats are running.  Obstruction Collusion  StupidityMAGA,0.253521127,0,,none,,0,0,0,0,0
2371,Got to love Trump.  No more red carpet from the Kenyan illegal idiot  The illegal Oidiot has no roots in this country from his black half.  We need to deport him too,0.606060606,1,blacks,race,prejudice against blacks,1,0,0,0,0
2372,And today more black Americans will murder their fellow citizens than were killed in Montreal.  So what s your point violence and murder are not entirely owned by by Muslims.  So we dont need you faulty analysis.,0.6,1,"blacks,muslims","race,religion",prejudice against blacks and muslims,1,1,0,0,0
2373,These evangelicals also support trump the thricemarried twice divorced pygrabbing misogynist.  And they have the gall to talk about moral obligations.,0.5,1,evangelicals,religion,prejudice against evangelicals,0,1,0,0,0
2374,Mass murder terrorism perversion LGBT gay washrooms socialism communism all from this Synagogue of Satan.  Enough of this hell on earth.,0.640625,1,"lgbtq,jews","lgbtq,religion",prejudice against LBGT and jews,0,1,0,1,0
2375,In the middle east they kill homosexuals....,0.671052632,1,homosexuals,lgbtq,prejudice against homosexuals,0,0,0,1,0
2376,Many times Trump asked Black Americans if they were any better off after 8 years of Obama . It was obvious that many agreed with Trump they are not. The American shame was the wanton violence black voters had to face from Democrats if they come out publicly and said so.  They dares not post a Trump sign on their property lest their cars and homes be damaged. by people against Trump.   Black people voted for Trump. but all of them are written off as  imbecilic  white trash.,0.7,1,blacks,race,prejudice against whites and blacks,1,0,0,0,0
